,Loan_Amount,Monthly_Salary,Total_Income_for_Join_Application,Total_Sum_of_Loan,Years_to_Financial_Freedom,Loan_Tenure_Year,Credit_Card_Exceed_Months,State,Credit_Card_types,Years_for_Property_to_Completion,Number_of_Bank_Products,Decision
2451,0.9211918967347081,0.6092222839795526,0.44041418071426075,0.7964243097958754,9,4,6,2,1,0,0,1
2452,0.6021315746025735,0.07426314920514698,0.9689342126987133,0.5361447650832724,8,8,4,3,1,0,0,1
2453,0.24439925845358204,0.22039740458753712,0.2568022246392539,0.5180037077320898,11,9,6,4,0,0,0,1
2454,0.46835794368384603,0.20164205631615398,0.5515421338155768,0.23373154223711548,14,13,6,2,1,0,3,1
2455,0.6646447911382147,0.4565993573483529,0.015329967867417645,0.8480201927954941,6,8,2,7,1,2,0,1
2456,0.728574766276725,0.6773218457845906,0.4260689252924562,0.17339077107704687,3,8,6,0,1,0,1,1
2457,0.687492693394384,0.5175219198168479,0.2874634669719201,0.31247808018315204,1,6,6,0,1,0,0,1
2458,0.2923733292292339,0.6350352904963829,0.6420141161985532,0.5393521549314042,2,8,1,0,1,1,1,1
2459,0.7043701235152099,0.7303435689917037,0.5013742759668148,0.31528630749308645,12,8,2,4,1,2,0,1
2460,0.21280116865461798,0.18706822487282398,0.5,0.22986939352744196,14,13,6,0,1,0,0,1
2461,0.3345703733139534,0.05618930368217043,0.5466625628875965,0.1405728355813955,13,4,6,2,1,0,0,1
2462,0.661474219814117,0.43300774535627556,0.6523505201239219,0.5297809249225488,14,12,4,3,1,0,3,1
2463,0.14749063475228752,0.6948002514770697,0.8951997485229303,0.33,10,6,5,2,1,1,0,1
2464,0.5706443271460825,0.4031185576179725,0.3482538698763831,0.13954252416854812,12,0,5,4,1,0,0,1
2465,0.39584514493755,0.05522900364071254,0.5418484238905125,0.14876771740632505,9,4,6,2,1,0,0,1
2466,0.6554489895044543,0.18413728226867793,0.7571744249670984,0.47248236936120674,4,11,2,7,1,0,0,1
2467,0.4879364393765304,0.4331867657222134,0.33212451048147557,0.6044688723796311,8,0,4,2,1,3,0,1
2468,0.8954202176346565,0.4709663039422392,0.7,0.11006293433646314,10,14,6,2,0,0,2,1
2469,0.7037408444678712,0.5608394370214191,0.4866422519143234,0.31893239265896867,7,7,5,2,0,0,2,1
2470,0.6465875147322955,0.3256675618756408,0.288189964642491,0.9772700117858363,11,3,6,0,1,1,0,1
2471,0.43629210092969706,0.7469663192562424,0.3753371091632727,0.05325842018593942,9,7,6,2,1,0,0,1
2472,0.23818938676497886,0.8450245282914205,0.36939646225499295,0.3193474056721519,12,1,5,4,1,0,0,1
2473,0.16337945290832345,0.7960524013145364,0.8374654103187574,0.33,0,12,5,2,1,0,2,1
2474,0.4249379575009715,0.535569342777562,0.577215328611219,0.48835401416634283,11,6,1,4,1,0,0,1
2475,0.7510404667007957,0.5150635799692838,0.3950635799692838,0.3715607000511936,7,12,5,2,0,0,2,1
2476,0.4450693202942234,0.51,0.5723960195586648,0.5144237476763542,9,2,6,2,0,0,0,1
2477,0.542067012538959,0.6601675313473974,0.8501675313473973,0.6403350626947946,3,7,4,2,1,1,0,1
2478,0.011836522538414683,0.49540869365396334,0.518622608096189,0.8150504369806404,9,0,6,2,1,0,0,1
2479,0.17459994890315172,0.2105499105805155,0.5067500638710604,0.7237998467094552,8,2,4,2,1,1,1,1
2480,0.6032130436125654,0.23162450580675875,0.609964031999048,0.5009747034840553,4,11,2,7,1,0,0,1
2481,0.653318643297639,0.8668142044172489,0.4931857955827512,0.31128313225451704,10,10,0,2,0,0,4,1
2482,0.7131874223126555,0.68,0.40079685557816386,0.19221100547642647,11,6,6,0,1,0,0,1
2483,0.6537986122108416,0.3218993061054208,0.4805034694728961,0.32837986122108415,7,6,5,2,1,0,2,1
2484,0.9673223728248035,0.35683059320620086,0.3848634747317904,0.6831694067937991,10,4,0,2,1,0,0,1
2485,0.5677126279451645,0.16153592150685442,0.5361436860274177,0.16767960753427213,14,5,6,2,1,0,3,1
2486,0.5094003743280694,0.01044763687276521,0.6832854469085218,0.41268582123659125,9,8,6,0,1,0,0,1
2487,0.42381311436467056,0.27,0.5291729501381734,0.5937057360498499,8,5,4,2,1,3,0,1
2488,0.7334998826357486,0.33636672143665064,0.31233325509049903,0.24856658059954895,12,3,5,4,1,0,0,1
2489,0.8789694923480148,0.4766982997379039,0.49113559630505543,0.7105152538259926,9,10,0,2,1,0,0,1
2490,0.017219186602211663,0.14344383732044233,0.41655616267955764,0.42966848803867297,1,14,5,2,0,2,1,1
2491,0.4027310241701328,0.12,0.28030803222684375,0.922422991943289,10,13,6,2,1,0,0,1
2492,0.6517441289878649,0.11395303190291962,0.8030234840485402,0.47,4,11,2,7,1,0,0,1
2493,0.5724581895342152,0.26426116754665707,0.5754089340373256,0.31704925549688956,8,4,4,2,0,3,0,1
2494,0.7537600481575417,0.7760685576692739,0.0522228124251399,0.6861542547558661,11,11,5,0,0,0,1,1
2495,0.75,0.3454031848723887,0.43161273948955475,0.8208063697447774,11,8,6,4,1,0,0,1
2496,0.96,0.28785065434086043,0.3569626635852151,0.5868340069332659,12,8,2,4,2,2,0,1
2497,0.8776670396776313,0.8258927433355233,0.6124424550526331,0.923669277743419,8,8,4,2,1,3,1,1
2498,0.22992981828122666,0.20990642437496887,0.5,0.26983624265619555,14,14,6,0,1,0,3,1
2499,0.42484509176893703,0.377106134594441,0.14676993882070866,0.4270929449386378,10,9,0,2,0,0,4,1
2500,0.5013134546395962,0.5993170035874099,0.45936954177299383,0.9597898472576646,11,8,6,4,1,0,0,1
2501,0.43340218698178684,0.23515468730068725,0.2985568742824741,0.46721656222096214,4,4,6,2,1,0,0,1
2502,0.6496645509104942,0.8668540344319059,0.58,0.688087035906635,8,8,4,2,1,3,0,1
2503,0.6926687226635084,0.9157770924454972,0.46540557985465913,0.24074302518167612,9,2,6,2,1,0,0,1
2504,0.9384839514305646,0.5892419757152824,0.28037901214235883,0.6849271578506647,9,4,6,2,1,0,0,1
2505,0.5740971526537102,0.2880027117583712,0.6246990508845701,0.4637004067637557,12,11,2,7,1,2,0,1
2506,0.9521504209201076,0.47811204648912814,0.42117114653750265,0.8776224092978256,12,8,2,4,0,2,0,1
2507,0.9308520266965428,0.5826569265845074,0.42350895328105015,0.7674439199103716,9,4,6,2,1,0,0,1
2508,0.6774566449158322,0.23913294788137815,0.25040462542346204,0.16959537457653795,10,5,0,2,1,0,4,1
2509,0.12790853965019652,0.8133463365596856,0.5825097524197641,0.3649414854814149,9,10,6,2,1,0,0,1
2510,0.694765951765334,0.9017446827448887,0.022416075860543186,0.017583924139456815,6,14,1,4,0,0,0,1
2511,0.1458424078001393,0.3233260737598886,0.438884049173259,0.8944420245866296,9,0,6,2,0,0,0,1
2512,0.6316867739015035,0.7983132260984964,0.009638566178446006,0.044457849267669006,7,5,6,0,1,0,0,1
2513,0.4234461997563883,0.5486255339017606,0.6103486337799547,0.52,9,4,6,2,1,0,0,1
2514,0.3391169473936846,0.695393789414736,0.6192124211705282,0.17735084218105382,11,1,6,2,1,0,0,1
2515,0.8553384320431971,0.3744673359586027,0.5963095920341978,0.92,10,1,5,2,0,0,0,1
2516,0.0319327237472795,0.7271009143790808,0.5290336381263603,0.514538210021764,12,9,6,4,1,0,0,1
2517,0.5581998427205447,0.6336003145589105,0.6681998427205447,0.4823332459558582,10,0,0,2,1,0,4,1
2518,0.32079525634370776,0.3084094873125845,0.46147773519801527,0.549091966166892,11,11,6,4,1,0,0,1
2519,0.9132925451343678,0.3272234129322194,0.27651065813078723,0.050835119398329104,11,13,5,4,1,0,0,1
2520,0.8260165070899922,0.96,0.574081016846509,0.04,11,10,5,2,1,0,0,1
2521,0.5588330875420201,0.737791728114495,0.03,0.6094002949495759,10,4,5,2,0,1,1,1
2522,0.5100048386848882,0.3141173624303007,0.3188215370121048,0.15882153701210483,14,6,6,4,1,0,3,1
2523,0.020012930008683302,0.8399159549435585,0.9100129300086833,0.8500711150477581,10,12,5,2,0,0,0,1
2524,0.5811161316287435,0.5533483948862308,0.9200451846586923,0.7333258025568846,10,10,5,2,0,1,4,1
2525,0.5199099224354533,0.9663394940959333,0.5141963035424401,0.12839260708488,9,2,6,2,1,0,0,1
2526,0.14374290286988825,0.9062003200892177,0.4906711313457264,0.23569951986617338,9,1,6,2,1,0,0,1
2527,0.3260261289393232,0.6616940641815636,0.8134850326669778,0.6687947742121354,9,4,6,2,1,0,0,1
2528,0.639587396139589,0.08924094685833127,0.40462047342916563,0.10882834299792028,10,4,5,2,1,0,2,1
2529,0.7103700486107185,0.6076282138871614,0.24844405833286218,0.22925990277856304,12,7,5,7,1,0,0,1
2530,0.45538871915010865,0.4938605170253802,0.27386051702538017,0.6069435957505431,10,5,0,2,1,0,4,1
2531,0.1306115191676615,0.4232643989595769,0.8963938925703564,0.14326439895957688,3,14,6,2,1,0,1,1
2532,0.12339443893468267,0.945906836759182,0.4438602551387729,0.21093163240818052,9,10,5,2,1,0,0,1
2533,0.32960516384961763,0.6417596822180331,0.18215451836841545,0.7978454816315845,10,1,5,2,1,0,4,1
2534,0.5567070431212116,0.16890234770707052,0.537804695414141,0.7249394353181827,5,11,5,7,1,0,0,1
2535,0.5354485631496385,0.7026255735438535,0.3235885051971075,0.5264773001568697,2,14,1,0,1,1,1,1
2536,0.48881387793209874,0.41493560673565716,0.8677565423928831,0.8359617763071896,10,10,0,2,0,0,4,1
2537,0.6571090669874836,0.2989093301251644,0.66,0.29578186602503287,8,8,2,2,1,2,0,1
2538,0.052013388035458255,0.8645217555576197,0.39,0.19197991794681263,12,1,5,2,0,0,0,1
2539,0.08094091748371918,0.20905908251628083,0.11552880746201141,0.46741064242944974,2,2,1,7,1,0,0,1
2540,0.42456252656084337,0.6404609474603162,0.53,0.16757291223985943,9,8,6,2,1,0,0,1
2541,0.5259469058077957,0.6053026725236558,0.07810618838440864,0.6681061883844086,10,10,0,0,0,1,1,1
2542,0.9276999671304657,0.83,0.5468005259125501,0.37610023008674065,10,7,6,2,1,0,0,1
2543,0.157578789389208,0.500605302652698,0.44363181591618805,0.8625662831587251,12,6,5,4,1,0,0,1
2544,0.5691277486776287,0.11851353779229779,0.9744103216174816,0.5544103216174817,4,8,4,7,1,0,0,1
2545,0.06382058201272597,0.926179417987274,0.34550660053499643,0.18640369047136657,9,9,6,2,1,0,0,1
2546,0.6485514448113308,0.08841155849064548,0.8157942207546772,0.47,12,8,2,7,1,0,0,1
2547,0.07156253226590126,0.4215625322659013,0.4821590791760359,0.914119309382027,9,3,6,2,1,0,0,1
2548,0.13461598509619213,0.7892319701923843,0.3246081788456945,0.7423118956733449,12,9,5,4,1,2,0,1
2549,0.2842855167346971,0.33045103424275124,0.36,0.17263172451127584,5,3,5,7,2,2,0,1
2550,0.8064070190215872,0.73,0.898542692028783,0.2552428846618695,9,5,6,2,1,0,0,1
2551,0.19838655120970144,0.871168059123041,0.7632268975805971,0.3731848701109141,0,10,0,2,1,0,0,1
2552,0.49597744150177037,0.49890475923557576,0.3370726822661946,0.09719548830035407,5,3,5,7,1,2,0,1
2553,0.5112333462213755,0.432333462213755,0.8338332688931225,0.12590027064888562,14,8,4,3,0,0,3,1
2554,0.08175060840278922,0.8790239657152583,0.20902396571525833,0.18572420907637402,12,8,5,2,1,2,0,1
2555,0.17228342896546475,0.44994742942517363,0.9138057149424412,0.2946719990805823,10,11,5,2,1,0,4,1
2556,0.7718351504650623,0.6268126334027864,0.1520283241982268,0.540386347466329,12,8,2,4,2,2,0,1
2557,0.7999762476424116,0.40004275424365926,0.3900095009430354,0.3800475047151769,8,8,4,2,1,3,0,1
2558,0.3092736454788361,0.38709458191534446,0.5062905418084656,0.6729831036703706,11,8,6,4,1,0,0,1
2559,0.589282888806422,0.6592828888064219,0.4606324168831424,0.5060756667903671,9,6,6,2,1,0,0,1
2560,0.42449567916780817,0.41280791720920196,0.3093258990942525,0.6066294954712627,9,7,5,2,1,0,0,1
2561,0.7984035646896965,0.30509792059767704,0.340195841195354,0.3026053470345448,12,8,5,4,1,2,0,1
2562,0.9881029132743003,0.40781835026544544,0.40094854336284985,0.14218164973455458,10,9,0,2,0,0,2,1
2563,0.6278926465609108,0.35579522195749513,0.015795221957495144,0.8731511013229603,11,8,2,7,1,2,0,1
2564,0.1964582635754553,0.89,0.8440621860895487,0.740260224832502,9,0,5,0,1,0,0,1
2565,0.8511279031961878,0.22849612907174957,0.8902248389663722,0.046767419177126957,10,11,6,2,1,0,0,1
2566,0.5159562653713009,0.5375737592227805,0.4308087469257398,0.9043934398056952,8,9,4,2,0,0,0,1
2567,0.686769711710907,0.6580757207227328,0.7361167072049939,0.7913060090118258,7,7,5,2,1,0,2,1
2568,0.21826504231447966,0.6561867850817307,0.9419638240503394,0.33,10,6,5,2,1,1,0,1
2569,0.2920342523204873,0.42,0.7058458645578072,0.17822264008316738,10,8,0,0,1,0,4,1
2570,0.029083006648885697,0.7889960797866284,0.4955019601066858,0.7062450997332854,10,7,6,2,0,0,1,1
2571,0.4964540675320105,0.806545181446863,0.6070918649359791,0.21354593246798956,5,9,5,7,0,2,1,1
2572,0.6052251919163452,0.45729769700385725,0.5968473131711668,0.23882826257786893,10,12,1,0,1,0,0,1
2573,0.0546454361436929,0.8521273831378425,0.8480318457844607,0.4587409734970748,10,9,3,2,1,0,1,1
2574,0.71,0.029966536379570207,0.45030117258386815,0.6294645820731233,9,7,6,2,1,0,0,1
2575,0.2213075693384939,0.5539227080154817,0.2521545839690366,0.7140193229961296,12,7,5,4,1,0,0,1
2576,0.5640599424709023,0.6345504314682323,0.04405994247090236,0.423160805407367,10,10,0,2,0,0,4,1
2577,0.6347178178308098,0.929697527518433,0.5152821821691902,0.15264109108459506,10,8,6,2,0,0,1,1
2578,0.38431106630468487,0.2529331989140545,0.47,0.4329331989140545,8,5,5,7,1,2,0,1
2579,0.5205445732764553,0.7893069758634926,0.8989108534470894,0.3256434137883579,9,4,6,2,1,0,0,1
2580,0.5799078162254192,0.6216820306290968,0.8144546870860645,0.6160445339405806,7,4,5,2,1,0,2,1
2581,0.8495152946995617,0.8508966089794247,0.5982067820411506,0.934620346123452,8,8,4,2,0,3,0,1
2582,0.20458791873356122,0.4063140948108453,0.3772939593667806,0.6599221489884711,12,5,2,4,0,2,0,1
2583,0.7302958322377593,0.6790532401320885,0.0321893519735823,0.3756212960528354,10,12,1,4,0,0,4,1
2584,0.674753287351368,0.9217489042162107,0.4813304112432285,0.2208369859459644,10,10,0,2,0,0,4,1
2585,0.7811543847404656,0.7248875114593712,0.3862218778648428,0.2837781221351572,12,8,2,4,1,1,0,1
2586,0.44956415697559426,0.361743372097623,0.14740933141489776,0.686513255804754,8,0,4,2,1,3,0,1
2587,0.5278793593286031,0.47161797120724286,0.417879359328603,0.3918190389929045,10,6,0,2,1,0,2,1
2588,0.9437424287757461,0.6870508674199093,0.20705086741990933,0.37402705077230836,11,8,5,4,1,0,0,1
2589,0.33,0.23703011939240792,0.4341144577102675,0.41760240794374565,11,13,6,4,1,0,0,1
2590,0.8391165257540041,0.311943643341191,0.5278796618096098,0.34823305150800815,13,11,0,0,1,0,0,1
2591,0.3061038773757804,0.6689502554671243,0.8423160204373699,0.6792640817494798,11,0,0,0,1,0,0,1
2592,0.7381836426817056,0.487984031071156,0.17584829517598238,0.6119760466067341,12,4,5,4,1,0,0,1
2593,0.5828882809847419,0.14940963638927976,0.5386648429542257,0.17347864459546214,4,11,2,7,1,0,0,1
2594,0.6511896599205306,0.531838565331729,0.49870218917760306,0.40870218917760304,12,8,2,4,1,1,0,1
2595,0.3223005846868087,0.3053988306263825,0.4579653023974463,0.5410635483370201,11,6,6,4,1,0,0,1
2596,0.8751989127586315,0.7450531258189343,0.29649864094828937,0.5229972818965788,9,1,6,2,1,0,0,1
2597,0.9440158023642549,0.09992098817872563,0.3322054307353134,0.9077155574434123,10,12,5,0,1,2,1,1
2598,0.5935130294113298,0.5297304558830053,0.4540521176453193,0.10162174264716756,5,3,5,7,1,2,0,1
2599,0.8339121653843438,0.22386015629364867,0.22383415174830112,0.4676943080419498,12,8,2,4,1,2,0,1
2600,0.44354859857995005,0.2716935748224938,0.5332257007100251,0.6606457957398502,8,9,4,2,1,3,0,1
2601,0.3403728990372003,0.5436101628610499,0.7102882085284513,0.4284237133424497,12,8,2,4,1,2,0,1
2602,0.4434276499993062,0.7151639892862593,0.9754469392841779,0.9062443714281749,7,13,5,2,1,0,2,1
2603,0.8039091266210501,0.3068181222982499,0.8078182532421001,0.07456815503421246,10,11,6,2,1,0,0,1
2604,0.29587710998825817,0.5907346387485323,0.5296326806257339,0.18449020938600796,11,8,6,4,1,0,0,1
2605,0.7565816210386661,0.6357270262983326,0.3648724315579991,0.24213648685083372,13,7,2,0,1,0,0,1
2606,0.6334758860841206,0.53,0.5330482278317586,0.509144683495276,12,8,2,4,1,1,0,1
2607,0.6399230312870124,0.9260538780990912,0.5100769687129876,0.15003848435649375,10,9,6,2,0,0,0,1
2608,0.7325955584599231,0.16519111691984611,0.40038223383969224,0.7381689092194614,9,7,6,2,1,0,0,1
2609,0.1470205586178068,0.5035102793089034,0.1264897206910966,0.7567750839162141,10,5,5,2,1,0,1,1
2610,0.7978087559988329,0.11255645133469491,0.4733565669991247,0.7707304146670557,13,5,6,2,1,3,0,1
2611,0.14610903710278636,0.8422180742055727,0.6041635556541796,0.39610903710278633,9,5,6,2,1,0,0,1
2612,0.1,0.5464955898795625,0.268742124784933,0.861501890051616,1,9,6,0,1,0,0,1
2613,0.5405556600892099,0.5071346569735723,0.9791813305638778,0.7746490072698207,10,14,0,2,0,0,4,1
2614,0.9145425622705583,0.5554574377294418,0.29,0.8439326452979692,9,4,6,2,1,0,0,1
2615,0.11508813659131373,0.2794711804521176,0.7731729172872944,0.13982372681737254,10,14,5,2,1,0,1,1
2616,0.9398534310322689,0.5899267155161344,0.2800366422419328,0.6804763491451259,9,4,6,2,1,0,0,1
2617,0.1330769155586139,0.7823076622344556,0.5094871318712213,0.7297436148046204,13,9,1,0,1,0,0,1
2618,0.326830962589219,0.45732385035687606,0.4992676149643124,0.6975633476249066,11,8,6,4,1,0,0,1
2619,0.15114686914675593,0.7573762429761072,0.6893481589488155,0.3611468691467559,10,6,5,2,1,1,4,1
2620,0.5526064197953886,0.7494891849821349,0.7074787160409223,0.5074787160409223,14,8,4,3,1,0,3,1
2621,0.6137242711579115,0.6837242711579115,0.386973032046765,0.4620919096140295,9,1,6,2,1,0,0,1
2622,0.09264450088594879,0.6389141405789889,0.4094570702894944,0.8184413585350624,1,0,6,2,0,0,1,1
2623,0.6392278996119433,0.7013987318358207,0.7319619550746228,0.8583923910149246,7,13,5,2,1,0,2,1
2624,0.8381960496901507,0.1265945678218966,0.4848918517328449,0.6496824692448921,13,5,6,2,1,3,0,1
2625,0.7160573485376835,0.32652981403517717,0.01,0.8369713257311582,11,8,2,4,1,2,0,1
2626,0.6200255312341946,0.20915821870833134,0.4027551249827578,0.7081887812456894,5,8,5,7,1,2,0,1
2627,0.7001021339493774,0.7323323171669632,0.24279878060035578,0.8467347559662516,10,9,5,0,1,0,1,1
2628,0.5813312999059971,0.1573374001880058,0.5246748003760117,0.15689363355267344,13,5,6,2,1,0,0,1
2629,0.57,0.5081754826677607,0.8362587113318292,0.6938335426718629,10,8,5,2,0,1,4,1
2630,0.9407084473683709,0.051335157893934426,0.0003542236841854507,0.03920981578882172,10,4,5,2,1,0,1,1
2631,0.25264821845917934,0.4203853771167116,0.4625197594202755,0.20696640442410905,10,3,0,0,1,0,0,1
2632,0.723682102336202,0.1652112641823293,0.3602615767521515,0.0406841051168101,7,7,5,0,1,0,1,1
2633,0.40292977163328336,0.5047042530904691,0.5376340247237524,0.4802818981785179,9,4,6,2,1,0,0,1
2634,0.6062781921155054,0.7259304519711236,0.03,0.5524661694613936,10,8,5,0,0,1,1,1
2635,0.6725264909396089,0.8025264909396089,0.18052981879217703,0.7703178912753061,8,11,5,0,0,0,1,1
2636,0.5394409646200172,0.8096442502127382,0.7102541069909013,0.5091360362309356,14,8,4,3,0,0,3,1
2637,0.598257142429015,0.23389999850155246,0.263914285856995,0.37480000199793007,12,3,5,4,1,0,0,1
2638,0.7495121641832683,0.8980486567330731,0.38536619398404903,0.862682462749024,4,11,2,7,1,0,1,1
2639,0.6526082015520609,0.5372821763580533,0.4640219244179771,0.41087129456778665,7,9,5,2,1,0,2,1
2640,0.3464392646593516,0.7743182958888075,0.9158334169851255,0.5088636591777616,7,6,1,0,1,1,1,1
2641,0.40014780259509913,0.06233717979618823,0.776272526413069,0.9667159341983663,10,7,5,2,1,1,4,1
2642,0.07105520069031933,0.6531167889548908,0.1373864048322353,0.30944799309680676,10,2,5,0,1,0,0,1
2643,0.8493180268116038,0.5605967265398467,0.08059672653984663,0.6292327801630544,12,11,6,4,0,0,0,1
2644,0.7693848297376077,0.9081544892128229,0.02,0.11384829737607649,2,1,1,0,1,1,1,1
2645,0.7781965611603777,0.6146837492345015,0.11702562385175233,0.6500940657533685,12,11,6,4,0,0,0,1
2646,0.7274118530665425,0.9848392097955638,0.8945176293866915,0.44901975511090414,10,7,5,2,1,3,0,1
2647,0.7425210975555664,0.68,0.4081302743888916,0.1665440396388794,11,6,6,0,1,0,0,1
2648,0.7599923259343702,0.20572086348482554,0.5171472423232171,0.3914340529040213,10,10,0,2,1,0,4,1
2649,0.14,0.12634784070745952,0.6310931175744245,0.5422857623245099,6,0,0,2,1,0,2,1
2650,0.7677419057607282,0.35262673447984394,0.254562210920026,0.1161290471196359,11,9,5,4,1,0,0,1
2651,0.7413550711969266,0.865420284787706,0.4750942168338083,0.7403260679538977,4,11,2,7,1,0,1,1
2652,0.9092699089150929,0.35540828946398123,0.9241210829802773,0.6059654048627778,10,11,0,2,1,0,4,1
2653,0.24467726867969125,0.7370235562947419,0.6269134280962374,0.29138574692932945,9,9,6,2,1,0,0,1
2654,0.9465919597974226,0.5847264321620619,0.2839551758784536,0.6958207035138144,9,4,6,2,1,0,0,1
2655,0.027547144677446653,0.7705657361293599,0.5047171319353201,0.6832071701616997,10,2,6,0,0,0,0,1
2656,0.606293626388101,0.08685318680594947,0.34517450555240414,0.07,5,6,5,2,1,2,0,1
2657,0.1924560147462101,0.7840600157995108,0.4228320084264057,0.6764160042132029,10,5,0,2,1,0,4,1
2658,0.6132590233380238,0.6899189345505714,0.5700202663623571,0.44680177574904756,9,7,6,0,1,0,1,1
2659,0.6765833956178575,0.16761309968698984,0.38819040500816276,0.09012490657321368,10,5,5,2,1,0,4,1
2660,0.3639819298980522,0.676504517525487,0.20279638597961047,0.7758054210305844,10,7,1,7,1,2,0,1
2661,0.6863500456297151,0.8047082953085708,0.3342333637531434,0.8441248859257123,8,8,4,2,1,3,0,1
2662,0.6049495369019794,0.59,0.043010092619604125,0.21418166715287423,10,14,0,2,0,0,4,1
2663,0.37134132266664815,0.937832338236549,0.3137844307957001,0.3537844307957001,12,1,5,4,1,2,0,1
2664,0.6127765405371806,0.23698008460473852,0.9193473419493315,0.21632742655407003,13,4,6,2,1,0,0,1
2665,0.36458414034588704,0.21,0.47116054135445273,0.3853578345821889,14,8,6,0,1,0,3,1
2666,0.6972376007015987,0.1567264995615008,0.7281076992107015,0.4560358997369005,12,8,2,7,1,0,0,1
2667,0.10637214440684395,0.8748371407908747,0.4866978628250945,0.4137214440684396,9,9,6,2,1,0,0,1
2668,0.6493825795094342,0.7595883863396228,0.6195369346320757,0.3390224175566042,12,8,2,4,1,2,0,1
2669,0.662409554866542,0.933795222566729,0.45977929778915905,0.942603715781433,13,8,6,4,1,0,0,1
2670,0.5862824903085045,0.22512996123401838,0.058866277459237004,0.36512996123401836,12,6,5,0,1,0,0,1
2671,0.7636090916488558,0.8935662356684863,0.021825973814612643,0.11726103927808103,0,5,6,0,0,0,0,1
2672,0.9598543855075857,0.6700224022296022,0.3601792178368175,0.11991039108159124,9,11,6,7,1,0,0,1
2673,0.20235998170874653,0.49887636529920487,0.3223599817087465,0.30342726025596356,10,2,5,2,1,0,0,1
2674,0.9521682098107532,0.16380555531871174,0.3140709874701092,0.9824336419621507,11,4,5,4,1,2,1,1
2675,0.11741311669302092,0.2655212998418745,0.856872200948753,0.13517376661395816,4,11,5,7,1,0,1,1
2676,0.14,0.09351930052111052,0.7436481124990497,0.4344205588550774,6,0,3,2,1,0,0,1
2677,0.7575688402021186,0.6866360710212805,0.041773751425517855,0.39009178693615815,10,4,1,4,0,0,4,1
2678,0.7073566423496707,0.8795860145901976,0.47694265693986826,0.6188055912839792,4,11,2,7,0,0,0,1
2679,0.9396140118922054,0.5611968862461766,0.2988031137538234,0.8055984431230884,9,4,6,2,1,0,0,1
2680,0.13884156143219745,0.8495740528897768,0.6845143515083433,0.8814649829151588,0,5,0,0,1,0,0,1
2681,0.6759617884622442,0.39636867533907594,0.936233046380132,0.48842788122250824,10,8,0,2,0,1,4,1
2682,0.091088688558327,0.9990020354882002,0.27081651641874527,0.3709072404652725,12,1,5,4,1,0,0,1
2683,0.45269244056501107,0.37824153045998105,0.34445091010503004,0.6553301448750395,8,9,4,2,1,3,0,1
2684,0.5541293589902511,0.2392673077139787,0.555413846171183,0.31871551281906807,8,1,4,2,1,3,0,1
2685,0.3986662820693767,0.11,0.775832852586721,0.5,10,4,6,2,1,0,0,1
2686,0.6490786140630892,0.33613017906497433,0.28221132624858614,0.9792628912504713,9,3,6,0,1,1,0,1
2687,0.6983879608053744,0.5549070275436473,0.23406555296644926,0.2532240783892512,12,7,5,4,1,2,0,1
2688,0.8691854196710538,0.532006075137061,0.7168328057401291,0.7172097202192975,8,8,4,2,1,3,0,1
2689,0.047843024228903935,0.8929418546265764,0.858235463656644,0.48254941519883626,10,9,0,2,1,0,1,1
2690,0.823075401486425,0.5471798929369533,0.700765883270135,0.703075401486425,8,3,4,2,1,3,0,1
2691,0.24477806995696885,0.6662054080823183,0.5855178367670727,0.49275891838353636,2,8,1,0,1,1,1,1
2692,0.02,0.6721119301812926,0.5421119301812926,0.3964624639884362,9,8,6,0,0,0,0,1
2693,0.34393697870386497,0.225637812777681,0.45088711771616763,0.36046190919771365,5,5,5,7,1,2,0,1
2694,0.3791658356583604,0.25124626046262183,0.4447939519395089,0.3189647736477068,5,3,5,7,1,2,0,1
2695,0.9042027677081972,0.8379053167615492,0.832635105587183,0.5036891478220563,12,5,4,2,1,0,0,1
2696,0.8817158102215137,0.8133622413067727,0.8266724482613546,0.4617331550055774,9,14,6,2,1,0,0,1
2697,0.5666425131948584,0.9554196858506426,0.27687047122403596,0.5941968585064271,6,8,5,4,1,0,0,1
2698,0.9016571198158948,0.5825143202761578,0.2970857200460263,0.9083428801841053,9,4,6,2,1,0,0,1
2699,0.12052852223129823,0.2484353945034385,0.7294714777687018,0.98,2,12,1,2,0,1,1,1
2700,0.5375296598726438,0.9520446572267725,0.40115840921117596,0.859420795394412,10,11,3,4,0,0,0,1
2701,0.890289725691479,0.5729877767103141,0.27655500480358625,0.7995427815139005,9,4,6,2,1,0,0,1
2702,0.7973792670400677,0.19918609430417578,0.5044275602240406,0.3670482931839729,10,11,0,2,0,0,1,1
2703,0.6007881301799483,0.13197032544987058,0.40078813017994824,0.9382267070951165,13,2,6,2,1,3,0,1
2704,0.666902755128371,0.3940841805749403,0.47183163885011925,0.8432394774281324,12,8,2,4,0,2,0,1
2705,0.8841870878082454,0.30445958307010323,0.35554041692989674,0.4506720909670068,12,14,2,4,2,2,0,1
2706,0.11533015503813354,0.3940970542639237,0.8811455813958855,0.4087668992257901,0,6,0,0,0,0,0,1
2707,0.786504372669431,0.7165043726694309,0.49517686956200546,0.11943958592285453,4,11,6,7,1,0,0,1
2708,0.42616387739594375,0.3391806130202811,0.06986959385273084,0.18960878155819252,10,5,0,2,1,0,4,1
