,Credit_Card_Exceed_Months,Employment_Type,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Score,Joined_Income_Binned,Income_Binned,Loan_Amount_Binned,Total_Loan_Sum_Binned,Loan_Amount,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision
1281,2.0,self_employed,19.0,no,gold,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,579470.0,8894.0,463220.0,13079.0,accept
1282,2.0,self_employed,21.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,1.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,500160.0,6968.0,524792.0,12530.0,accept
1283,2.0,self_employed,21.0,no,normal,4.0,16.0,4.0,3.0,1.0,3.0,bungalow,10.0,Penang,3.0,7.0,Medium_Joined,High_Income,Medium_Loan,Small_Loan_Sum,499967.0,10755.0,577491.0,13120.0,accept
1284,2.0,self_employed,17.0,yes,gold,4.0,16.0,4.0,2.0,1.0,1.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,366043.0,6616.0,821926.0,12015.0,accept
1285,2.0,self_employed,23.0,no,normal,4.0,15.0,4.0,2.0,1.0,1.0,bungalow,10.0,Penang,1.0,9.0,High_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,140661.0,7773.0,1079666.0,16238.0,accept
1286,2.0,self_employed,12.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,7.0,Low_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,289961.0,7444.0,781934.0,9887.0,reject
1287,2.0,self_employed,20.0,no,normal,4.0,16.0,4.0,2.0,1.0,1.0,bungalow,10.0,Penang,1.0,7.0,Low_Joined,High_Income,Small_Loan,Small_Loan_Sum,110315.0,12108.0,548360.0,11231.0,accept
1288,2.0,self_employed,24.0,yes,gold,4.0,16.0,4.0,2.0,1.0,2.0,bungalow,10.0,Penang,2.0,7.0,Low_Joined,High_Income,Medium_Loan,Small_Loan_Sum,442468.0,12314.0,425664.0,7907.0,reject
1289,2.0,self_employed,18.0,no,normal,4.0,16.0,4.0,3.0,1.0,1.0,bungalow,11.0,Penang,3.0,7.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,589932.0,7970.0,752345.0,13748.0,accept
1290,2.0,self_employed,13.0,yes,normal,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,10.0,Penang,1.0,8.0,High_Joined,High_Income,Medium_Loan,High_Loan_Sum,421538.0,11293.0,1394323.0,19594.0,accept
1291,2.0,self_employed,15.0,no,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,6.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,596914.0,8910.0,952505.0,12400.0,accept
1292,2.0,self_employed,22.0,yes,gold,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,6.0,Low_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,230648.0,5674.0,1123705.0,8386.0,accept
1293,2.0,self_employed,15.0,no,gold,4.0,16.0,3.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,9.0,Low_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,689778.0,9408.0,930004.0,9679.0,reject
1294,2.0,self_employed,19.0,yes,normal,4.0,16.0,4.0,2.0,3.0,2.0,condominium,10.0,Penang,2.0,8.0,Low_Joined,High_Income,Medium_Loan,High_Loan_Sum,437660.0,12127.0,1243399.0,8299.0,accept
1295,2.0,self_employed,24.0,no,normal,4.0,16.0,4.0,2.0,2.0,1.0,condominium,12.0,Penang,1.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,449924.0,6098.0,1024380.0,14020.0,accept
1296,2.0,self_employed,10.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,441856.0,8102.0,973751.0,12574.0,accept
1297,2.0,self_employed,20.0,no,gold,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,11.0,Penang,2.0,6.0,Medium_Joined,Low_Income,Small_Loan,Small_Loan_Sum,300454.0,4171.0,449725.0,12505.0,reject
1298,2.0,self_employed,15.0,yes,normal,4.0,16.0,4.0,3.0,2.0,2.0,bungalow,10.0,Penang,2.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,546682.0,9112.0,447829.0,12844.0,accept
1299,2.0,self_employed,12.0,no,platinum,4.0,15.0,3.0,2.0,3.0,1.0,flat,10.0,Penang,2.0,7.0,Low_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,748944.0,9597.0,941089.0,8283.0,accept
1300,7.0,government,19.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,9.0,High_Joined,Low_Income,High_Loan,Medium_Loan_Sum,629879.0,5004.0,898073.0,18698.0,accept
1301,7.0,government,19.0,no,normal,4.0,16.0,4.0,2.0,1.0,1.0,bungalow,10.0,Penang,1.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,358240.0,8261.0,1095865.0,14353.0,accept
1302,7.0,government,19.0,yes,platinum,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,6.0,High_Joined,High_Income,Medium_Loan,Small_Loan_Sum,342936.0,10079.0,614246.0,18072.0,accept
1303,7.0,government,19.0,no,gold,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,1.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,439541.0,7190.0,872797.0,15129.0,accept
1304,7.0,government,10.0,yes,normal,4.0,17.0,4.0,2.0,1.0,1.0,bungalow,10.0,Penang,1.0,8.0,Low_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,571653.0,7416.0,744368.0,10045.0,reject
1305,7.0,government,24.0,no,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,412458.0,9213.0,1024961.0,12785.0,accept
1306,7.0,government,10.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,6.0,Medium_Joined,High_Income,Medium_Loan,Small_Loan_Sum,442070.0,10091.0,636255.0,14236.0,accept
1307,7.0,government,19.0,no,normal,4.0,16.0,4.0,3.0,1.0,2.0,bungalow,10.0,Penang,3.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,492520.0,8151.0,895911.0,14527.0,accept
1308,7.0,government,19.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,8.0,Low_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,566145.0,6687.0,1054653.0,11152.0,accept
1309,7.0,government,24.0,no,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,9.0,High_Joined,Low_Income,High_Loan,Medium_Loan_Sum,673846.0,4556.0,851963.0,17621.0,accept
1310,7.0,government,18.0,yes,normal,4.0,15.0,4.0,2.0,2.0,1.0,bungalow,10.0,Penang,2.0,8.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,319529.0,6110.0,959337.0,18603.0,accept
1311,7.0,government,16.0,no,normal,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,10.0,Penang,2.0,9.0,Low_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,334830.0,7364.0,1390125.0,9487.0,accept
1312,7.0,government,15.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,6.0,High_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,107232.0,7995.0,1041165.0,19764.0,accept
1313,7.0,government,19.0,no,gold,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,3.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,503363.0,7398.0,1272151.0,14694.0,accept
1314,7.0,government,23.0,yes,platinum,4.0,16.0,4.0,4.0,2.0,1.0,bungalow,10.0,Penang,2.0,6.0,Medium_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,163543.0,9288.0,604682.0,14364.0,accept
1315,7.0,government,11.0,no,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,1.0,8.0,Medium_Joined,Low_Income,High_Loan,High_Loan_Sum,601606.0,5124.0,1200038.0,11837.0,accept
1316,7.0,government,13.0,yes,normal,4.0,16.0,4.0,3.0,1.0,3.0,bungalow,10.0,Penang,1.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,479391.0,8108.0,1107663.0,12351.0,accept
1317,7.0,government,23.0,no,normal,4.0,16.0,4.0,4.0,2.0,1.0,bungalow,10.0,Penang,1.0,8.0,Medium_Joined,High_Income,Medium_Loan,Small_Loan_Sum,347803.0,12179.0,581802.0,14013.0,accept
1318,7.0,government,23.0,yes,normal,4.0,16.0,4.0,2.0,1.0,2.0,bungalow,10.0,Penang,2.0,8.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,382075.0,7353.0,867394.0,19087.0,accept
1319,7.0,government,19.0,no,gold,4.0,16.0,4.0,2.0,2.0,1.0,bungalow,10.0,Penang,3.0,7.0,High_Joined,High_Income,Small_Loan,Small_Loan_Sum,189774.0,10468.0,649569.0,17657.0,reject
1320,7.0,government,18.0,yes,normal,4.0,16.0,4.0,3.0,1.0,1.0,bungalow,10.0,Penang,1.0,9.0,Medium_Joined,Low_Income,High_Loan,High_Loan_Sum,596777.0,5880.0,1423457.0,14354.0,reject
1321,7.0,government,18.0,no,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,8.0,Low_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,338180.0,12316.0,1090645.0,8436.0,accept
1322,7.0,government,23.0,yes,gold,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,12.0,Penang,1.0,6.0,Low_Joined,High_Income,Medium_Loan,High_Loan_Sum,543164.0,10217.0,1220179.0,7527.0,accept
1323,7.0,government,20.0,no,gold,4.0,16.0,4.0,3.0,1.0,3.0,bungalow,10.0,Penang,1.0,7.0,Medium_Joined,High_Income,Medium_Loan,Medium_Loan_Sum,394782.0,12097.0,883551.0,15296.0,accept
1324,7.0,government,16.0,yes,platinum,4.0,16.0,4.0,2.0,1.0,1.0,bungalow,11.0,Penang,1.0,8.0,Medium_Joined,High_Income,Small_Loan,Small_Loan_Sum,211980.0,10013.0,668293.0,12424.0,accept
1325,7.0,government,11.0,no,gold,4.0,16.0,4.0,2.0,1.0,2.0,bungalow,10.0,Penang,3.0,8.0,High_Joined,Low_Income,Medium_Loan,High_Loan_Sum,313808.0,5771.0,1213010.0,18866.0,accept
1326,7.0,government,10.0,yes,normal,4.0,15.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,1.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,584587.0,6782.0,1104726.0,14545.0,accept
1327,7.0,government,15.0,no,platinum,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,6.0,High_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,177579.0,6522.0,902521.0,16384.0,accept
1328,7.0,government,16.0,yes,gold,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,333565.0,5389.0,788939.0,12881.0,reject
1329,7.0,government,11.0,no,normal,4.0,16.0,3.0,2.0,2.0,2.0,bungalow,10.0,Penang,3.0,8.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,538263.0,3850.0,733442.0,17571.0,accept
1330,7.0,government,22.0,yes,normal,4.0,16.0,4.0,4.0,2.0,1.0,bungalow,10.0,Penang,3.0,8.0,Medium_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,302265.0,8860.0,618193.0,14176.0,reject
1331,7.0,government,19.0,no,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,3.0,6.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,384392.0,7807.0,1176216.0,15712.0,accept
1332,7.0,government,22.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,11.0,Penang,2.0,6.0,Low_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,212735.0,8187.0,576209.0,11186.0,accept
1333,7.0,government,19.0,no,gold,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,12.0,Penang,2.0,9.0,Low_Joined,High_Income,Small_Loan,High_Loan_Sum,194735.0,10786.0,1220494.0,10810.0,reject
1334,7.0,government,20.0,yes,normal,4.0,16.0,4.0,3.0,1.0,1.0,bungalow,10.0,Penang,3.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,455070.0,9390.0,1206994.0,15213.0,accept
1335,7.0,government,23.0,no,normal,4.0,16.0,4.0,4.0,2.0,1.0,bungalow,10.0,Penang,3.0,8.0,Medium_Joined,High_Income,Medium_Loan,Small_Loan_Sum,326762.0,10236.0,539185.0,14095.0,reject
1336,7.0,government,11.0,yes,gold,4.0,15.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,9.0,High_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,397648.0,8061.0,1255915.0,17099.0,accept
1337,7.0,government,13.0,no,platinum,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,8.0,Low_Joined,High_Income,Small_Loan,Medium_Loan_Sum,245529.0,11983.0,997527.0,11300.0,accept
1338,7.0,government,18.0,yes,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,1.0,6.0,Low_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,363919.0,7732.0,842578.0,9171.0,accept
1339,7.0,government,15.0,no,normal,4.0,13.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,1.0,6.0,Medium_Joined,Low_Income,Medium_Loan,Small_Loan_Sum,506323.0,5052.0,583001.0,14107.0,reject
1340,7.0,government,20.0,yes,normal,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,10.0,Penang,2.0,8.0,Medium_Joined,Low_Income,High_Loan,Medium_Loan_Sum,786008.0,5356.0,1087489.0,12790.0,accept
1341,7.0,government,15.0,no,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,6.0,High_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,236272.0,3768.0,759856.0,15853.0,accept
1342,7.0,government,22.0,yes,platinum,4.0,16.0,4.0,3.0,1.0,2.0,bungalow,10.0,Penang,1.0,8.0,High_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,110756.0,8116.0,1002368.0,18176.0,accept
1343,7.0,government,16.0,no,normal,4.0,16.0,4.0,4.0,2.0,3.0,bungalow,10.0,Penang,3.0,9.0,High_Joined,Low_Income,Small_Loan,High_Loan_Sum,269629.0,3961.0,1187129.0,17063.0,accept
1344,7.0,government,18.0,yes,gold,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,11.0,Penang,2.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,466015.0,7022.0,1296275.0,13044.0,accept
1345,7.0,government,21.0,no,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,3.0,8.0,Low_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,549144.0,7806.0,925710.0,7995.0,accept
1346,7.0,government,19.0,yes,normal,4.0,16.0,3.0,4.0,1.0,2.0,bungalow,11.0,Penang,3.0,8.0,Low_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,172716.0,4014.0,933685.0,10047.0,accept
1347,7.0,government,13.0,no,platinum,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,6.0,Medium_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,102800.0,8871.0,470961.0,13075.0,accept
1348,7.0,government,15.0,yes,normal,4.0,16.0,3.0,2.0,1.0,1.0,bungalow,10.0,Penang,2.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,420665.0,7450.0,1013125.0,14120.0,accept
1349,7.0,government,18.0,no,gold,4.0,16.0,4.0,4.0,2.0,3.0,bungalow,12.0,Penang,2.0,8.0,Low_Joined,Medium_Income,High_Loan,High_Loan_Sum,737945.0,6725.0,1414835.0,8333.0,accept
1350,7.0,government,24.0,yes,normal,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,10.0,Penang,1.0,6.0,High_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,373391.0,6525.0,665907.0,19096.0,accept
1351,7.0,government,16.0,no,normal,4.0,16.0,4.0,2.0,1.0,1.0,bungalow,10.0,Penang,3.0,8.0,Low_Joined,Medium_Income,Small_Loan,Small_Loan_Sum,129187.0,7673.0,562789.0,7628.0,accept
1352,7.0,government,19.0,yes,gold,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,6.0,High_Joined,High_Income,Small_Loan,Medium_Loan_Sum,178400.0,10355.0,895316.0,16678.0,accept
1353,7.0,government,11.0,no,platinum,4.0,16.0,4.0,3.0,1.0,3.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,551777.0,8025.0,591575.0,12027.0,accept
1354,7.0,government,14.0,yes,gold,4.0,15.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,3.0,9.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,790233.0,8246.0,918331.0,12960.0,accept
1355,7.0,government,18.0,no,normal,4.0,16.0,3.0,2.0,2.0,3.0,bungalow,10.0,Penang,3.0,7.0,Medium_Joined,Medium_Income,Small_Loan,Medium_Loan_Sum,262146.0,6681.0,912330.0,12044.0,reject
1356,7.0,government,10.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,7.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,471976.0,9704.0,573444.0,14180.0,reject
1357,7.0,government,23.0,no,normal,4.0,16.0,4.0,4.0,2.0,1.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,313412.0,6758.0,1096585.0,13912.0,reject
1358,7.0,government,13.0,yes,gold,4.0,16.0,4.0,2.0,1.0,2.0,bungalow,10.0,Penang,1.0,9.0,High_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,573912.0,5908.0,1093036.0,16551.0,accept
1359,7.0,government,18.0,no,gold,4.0,16.0,4.0,2.0,1.0,2.0,bungalow,10.0,Penang,2.0,9.0,Low_Joined,Medium_Income,Small_Loan,High_Loan_Sum,189388.0,8463.0,1429018.0,11048.0,accept
1360,7.0,government,17.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,3.0,9.0,Medium_Joined,High_Income,High_Loan,Small_Loan_Sum,717474.0,11290.0,701456.0,13313.0,accept
1361,7.0,government,12.0,no,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,11.0,Penang,2.0,8.0,High_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,716356.0,9702.0,732550.0,16728.0,accept
1362,7.0,government,11.0,yes,platinum,4.0,15.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,7.0,Medium_Joined,Medium_Income,High_Loan,Small_Loan_Sum,754160.0,8026.0,671084.0,12085.0,accept
1363,7.0,government,17.0,no,normal,4.0,16.0,4.0,2.0,1.0,3.0,condominium,10.0,Penang,1.0,6.0,Low_Joined,High_Income,High_Loan,Medium_Loan_Sum,746763.0,11081.0,1157226.0,11262.0,reject
1364,7.0,government,14.0,yes,platinum,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,7.0,Low_Joined,Medium_Income,Small_Loan,High_Loan_Sum,259280.0,7952.0,1269826.0,9211.0,accept
1365,7.0,government,18.0,no,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,609518.0,8456.0,918246.0,15028.0,accept
1366,7.0,government,17.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,3.0,6.0,High_Joined,Low_Income,High_Loan,Small_Loan_Sum,638726.0,5958.0,517786.0,15838.0,accept
1367,7.0,government,22.0,no,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,8.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,425848.0,3795.0,811167.0,13022.0,accept
1368,7.0,government,20.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,7.0,Low_Joined,High_Income,High_Loan,High_Loan_Sum,591687.0,12143.0,1344297.0,10730.0,accept
1369,7.0,government,17.0,no,gold,4.0,13.0,4.0,4.0,1.0,3.0,bungalow,11.0,Penang,2.0,6.0,High_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,496851.0,6367.0,741878.0,15885.0,accept
1370,7.0,government,13.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,6.0,Medium_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,493874.0,4992.0,1092162.0,13042.0,accept
1371,7.0,government,16.0,no,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,7.0,Medium_Joined,Medium_Income,High_Loan,High_Loan_Sum,777723.0,9011.0,1297723.0,12884.0,accept
1372,7.0,government,13.0,yes,normal,4.0,16.0,4.0,4.0,2.0,2.0,bungalow,12.0,Penang,2.0,7.0,Low_Joined,Low_Income,Medium_Loan,Medium_Loan_Sum,426265.0,5641.0,984884.0,7706.0,accept
1373,7.0,government,10.0,no,gold,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,7.0,High_Joined,High_Income,Small_Loan,High_Loan_Sum,177683.0,12252.0,1278932.0,19549.0,accept
1374,7.0,government,19.0,yes,normal,4.0,16.0,4.0,2.0,2.0,2.0,bungalow,10.0,Penang,2.0,7.0,High_Joined,Low_Income,Small_Loan,High_Loan_Sum,108342.0,4429.0,1426795.0,18747.0,accept
1375,7.0,government,13.0,no,normal,4.0,16.0,4.0,4.0,2.0,2.0,bungalow,10.0,Penang,2.0,8.0,High_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,182573.0,5817.0,982061.0,15669.0,accept
1376,7.0,government,21.0,yes,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,7.0,Medium_Joined,High_Income,High_Loan,High_Loan_Sum,648553.0,10016.0,1206736.0,12351.0,accept
1377,7.0,government,19.0,no,gold,4.0,16.0,4.0,2.0,2.0,2.0,bungalow,10.0,Penang,1.0,8.0,Medium_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,334452.0,8219.0,639491.0,14795.0,accept
1378,7.0,government,11.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,3.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,526332.0,7930.0,1147998.0,13100.0,accept
1379,7.0,government,21.0,no,normal,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Low_Income,Medium_Loan,High_Loan_Sum,492781.0,5120.0,1364278.0,12066.0,accept
1380,7.0,government,21.0,yes,normal,4.0,16.0,4.0,2.0,1.0,3.0,bungalow,10.0,Penang,1.0,8.0,Low_Joined,Medium_Income,High_Loan,Small_Loan_Sum,699788.0,7738.0,467783.0,8230.0,accept
1381,7.0,government,24.0,no,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,8.0,High_Joined,Low_Income,High_Loan,Small_Loan_Sum,715259.0,5255.0,646005.0,16677.0,accept
1382,7.0,government,12.0,yes,normal,4.0,16.0,3.0,4.0,3.0,2.0,bungalow,10.0,Penang,2.0,9.0,High_Joined,High_Income,Small_Loan,Small_Loan_Sum,261615.0,10601.0,435317.0,15806.0,accept
1383,7.0,government,17.0,no,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,3.0,8.0,Medium_Joined,High_Income,High_Loan,Medium_Loan_Sum,787629.0,10789.0,907438.0,13632.0,accept
1384,7.0,government,19.0,yes,normal,4.0,16.0,4.0,2.0,2.0,1.0,bungalow,12.0,Penang,1.0,8.0,Low_Joined,Low_Income,Medium_Loan,Small_Loan_Sum,474002.0,5830.0,692150.0,10458.0,accept
1385,7.0,government,21.0,no,platinum,4.0,16.0,4.0,4.0,2.0,1.0,bungalow,10.0,Penang,3.0,6.0,Medium_Joined,Low_Income,Small_Loan,Medium_Loan_Sum,140022.0,4376.0,1102417.0,14270.0,accept
1386,7.0,government,14.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,2.0,9.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,487994.0,7881.0,1280516.0,12185.0,reject
1387,7.0,government,18.0,no,platinum,4.0,16.0,4.0,3.0,1.0,2.0,bungalow,10.0,Penang,2.0,8.0,Medium_Joined,Medium_Income,High_Loan,Medium_Loan_Sum,615223.0,6722.0,906211.0,14128.0,accept
1388,7.0,government,18.0,yes,normal,4.0,16.0,4.0,4.0,1.0,3.0,bungalow,10.0,Penang,1.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,High_Loan_Sum,449075.0,9005.0,1413315.0,13231.0,reject
1389,7.0,government,16.0,no,normal,4.0,16.0,4.0,4.0,1.0,2.0,bungalow,10.0,Penang,2.0,6.0,Medium_Joined,Medium_Income,Medium_Loan,Medium_Loan_Sum,344366.0,8504.0,1168756.0,13594.0,reject
1390,7.0,government,19.0,yes,gold,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,2.0,6.0,Low_Joined,Low_Income,Small_Loan,High_Loan_Sum,211363.0,3658.0,1444833.0,10123.0,accept
1391,7.0,government,24.0,no,gold,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,3.0,9.0,Low_Joined,Medium_Income,Medium_Loan,Small_Loan_Sum,411149.0,8154.0,528187.0,7725.0,accept
1392,7.0,government,22.0,yes,normal,4.0,16.0,4.0,2.0,1.0,2.0,bungalow,10.0,Penang,2.0,9.0,High_Joined,Low_Income,High_Loan,High_Loan_Sum,614353.0,3868.0,1373468.0,18744.0,accept
1393,7.0,government,13.0,no,platinum,4.0,16.0,4.0,3.0,1.0,3.0,condominium,10.0,Penang,2.0,7.0,Medium_Joined,High_Income,High_Loan,Medium_Loan_Sum,753237.0,10169.0,829861.0,12659.0,accept
1394,7.0,government,15.0,yes,normal,4.0,16.0,4.0,4.0,1.0,1.0,bungalow,10.0,Penang,3.0,6.0,Low_Joined,Medium_Income,High_Loan,High_Loan_Sum,727035.0,8039.0,1386933.0,11276.0,accept
