,Credit_Card_Exceed_Months,Employment_Type,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Score,Joined_Income_Binned,Income_Binned,Loan_Amount_Binned,Total_Loan_Sum_Binned,Loan_Amount,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision
1159,5,2,1,0,1,1,10,0,0,4,2,2,1,2,1,0,1,2,1,0,310542.0,7085.0,1290697.0,11161.0,0
1160,5,2,7,1,1,1,10,2,0,4,1,2,1,2,1,0,0,1,1,0,513725.0,4116.0,1289390.0,18836.0,1
1161,5,2,10,0,1,1,10,0,0,4,1,2,1,2,1,2,0,2,0,2,648122.0,9208.0,691681.0,16765.0,0
1162,5,2,7,1,0,1,10,0,0,4,0,2,1,2,2,3,2,1,0,1,676897.0,3949.0,932242.0,12146.0,0
1163,5,2,11,0,1,1,10,0,0,4,2,2,1,2,0,1,0,0,2,1,202535.0,11532.0,1040348.0,16720.0,0
1164,5,2,9,1,1,1,10,0,0,4,2,2,1,2,1,2,0,0,1,1,383232.0,10319.0,957220.0,16342.0,0
1165,5,2,12,0,0,1,10,0,0,3,1,2,1,2,1,1,0,2,2,1,246771.0,9908.0,1033385.0,18296.0,1
1166,5,2,5,1,1,1,10,2,0,4,0,2,1,2,0,2,0,2,0,1,712488.0,7089.0,1022938.0,19736.0,1
1167,5,2,10,0,1,1,10,0,0,4,2,2,1,2,1,2,2,0,0,1,617265.0,12147.0,971564.0,12044.0,0
1168,5,2,6,1,0,1,10,0,0,0,0,2,1,2,0,1,0,2,2,1,145795.0,7769.0,990945.0,19170.0,1
1169,5,2,7,0,0,1,10,0,0,4,2,2,1,2,2,2,1,1,1,1,497904.0,5286.0,1045293.0,10753.0,0
1170,5,2,5,1,1,1,7,0,0,4,2,2,1,2,0,1,0,2,1,1,578432.0,9265.0,1028583.0,19158.0,0
1171,5,2,8,0,2,1,10,0,0,4,1,2,1,2,0,1,0,2,1,1,514359.0,6461.0,1010513.0,16697.0,0
1172,5,2,5,1,1,1,10,0,0,0,1,2,1,2,0,1,2,0,2,1,110991.0,11934.0,801880.0,12816.0,1
1173,5,2,5,0,1,1,10,0,0,1,2,2,1,2,1,2,0,2,1,2,537363.0,7283.0,609571.0,19388.0,0
1174,5,2,11,1,1,1,11,0,0,4,1,2,1,2,1,1,2,2,1,1,467024.0,6495.0,1161224.0,11983.0,0
1175,5,2,3,0,0,1,10,0,0,1,2,2,1,2,2,0,1,0,1,1,426365.0,11123.0,1051600.0,9848.0,0
1176,5,2,5,1,1,1,10,0,0,4,1,2,1,2,1,2,2,2,2,1,182172.0,6969.0,767864.0,12991.0,0
1177,5,2,0,0,0,1,10,2,0,4,2,2,0,2,2,3,2,2,0,1,701697.0,8954.0,1157536.0,12713.0,1
1178,5,2,8,1,1,1,10,0,0,4,2,1,1,2,0,1,2,1,0,0,699585.0,3870.0,1275109.0,14222.0,0
1179,5,2,13,0,0,1,10,0,0,4,2,2,1,2,1,2,0,2,1,1,395120.0,7516.0,774624.0,19294.0,0
1180,5,2,7,1,1,1,10,0,0,4,1,2,1,4,2,2,2,2,2,1,228437.0,8305.0,897759.0,12904.0,0
1181,5,2,5,0,1,1,10,0,0,4,2,2,1,4,1,2,2,0,1,1,461254.0,11019.0,846764.0,12848.0,0
1182,5,2,12,1,1,1,7,0,0,0,2,2,1,4,1,2,0,2,1,1,487770.0,9676.0,1125383.0,18384.0,1
1183,5,2,12,0,1,1,10,1,0,2,0,2,1,4,2,2,0,2,2,2,243250.0,6369.0,666969.0,15743.0,0
1184,5,2,3,1,1,1,10,0,0,4,1,2,0,4,1,2,0,2,2,0,197027.0,7691.0,1447194.0,17844.0,0
1185,5,2,12,0,1,1,10,0,0,4,2,2,1,4,0,2,2,1,1,1,365207.0,5945.0,1038873.0,14009.0,0
1186,5,2,8,1,1,1,10,0,0,4,0,2,1,4,1,0,2,0,2,2,103585.0,11935.0,429975.0,14915.0,0
1187,5,2,7,0,1,1,10,0,0,4,1,2,1,4,2,1,1,1,1,0,307473.0,6016.0,1288039.0,8962.0,0
1188,5,2,1,1,1,1,10,2,0,1,2,2,1,4,1,1,1,1,1,0,454259.0,4861.0,1210501.0,8369.0,0
1189,5,2,12,0,2,1,6,0,0,4,1,0,1,4,0,3,0,2,1,1,451211.0,8253.0,1163718.0,18201.0,0
1190,5,2,1,1,0,1,10,0,0,1,0,2,1,4,2,3,1,1,1,0,502268.0,5198.0,1261368.0,9532.0,0
1191,5,2,13,0,1,1,10,0,0,0,2,2,1,4,0,0,1,2,2,1,274274.0,6356.0,855405.0,11048.0,0
1192,5,2,4,1,1,1,10,0,0,4,0,2,1,4,1,2,2,2,2,0,244678.0,6129.0,1227765.0,13440.0,1
1193,5,2,9,0,0,1,10,0,0,4,1,2,1,4,0,1,2,0,1,0,575817.0,11563.0,1359828.0,14335.0,0
1194,5,2,4,1,0,1,10,1,0,4,2,2,1,4,2,3,1,0,1,1,483714.0,10232.0,1054648.0,7873.0,1
1195,5,2,10,0,1,1,10,1,0,2,2,2,0,4,0,2,0,2,2,1,217921.0,6147.0,770013.0,16161.0,0
1196,5,2,1,1,1,1,10,0,0,1,0,2,1,4,0,0,2,2,0,0,795360.0,6312.0,1436984.0,12796.0,1
1197,5,2,14,0,1,1,10,0,0,4,2,2,1,4,1,2,2,0,2,1,101209.0,11733.0,1023589.0,11836.0,1
1198,5,2,9,1,0,1,10,2,0,4,0,2,1,4,0,1,2,2,1,2,330139.0,9630.0,437088.0,11699.0,0
1199,5,2,11,0,0,1,10,2,0,0,2,2,1,4,2,3,0,2,0,1,666900.0,7597.0,1142984.0,18288.0,0
1200,1,4,3,1,0,1,11,2,1,0,1,2,0,4,0,2,1,1,1,1,386110.0,5333.0,927900.0,10227.0,0
1201,1,4,8,0,1,1,11,2,2,2,0,2,0,4,1,2,0,1,1,1,361854.0,3602.0,983523.0,18314.0,0
1202,1,4,3,1,1,1,11,2,2,0,2,2,0,4,2,3,2,1,0,0,735898.0,3982.0,1356555.0,12339.0,0
1203,1,4,1,0,2,1,11,2,2,1,2,2,0,4,0,2,2,1,1,1,383936.0,5373.0,1008679.0,14948.0,1
1204,1,4,5,1,0,1,11,2,2,1,1,2,0,4,1,3,2,2,1,2,560486.0,9190.0,536531.0,12669.0,0
1205,1,4,7,0,1,1,11,2,0,2,0,2,0,4,1,0,2,0,1,0,367958.0,11553.0,1242682.0,13913.0,0
1206,1,4,4,1,0,1,11,1,2,0,2,2,0,4,0,3,2,2,1,2,472120.0,6778.0,667627.0,12326.0,0
1207,1,4,2,0,2,1,11,2,2,0,1,2,0,4,0,0,2,2,2,1,304457.0,7893.0,791322.0,14924.0,0
1208,1,4,4,1,0,1,11,2,2,0,0,1,0,4,0,0,2,2,1,1,539483.0,8384.0,965600.0,14278.0,1
1209,1,4,5,0,0,1,11,2,2,0,2,2,0,4,0,1,0,1,1,1,517963.0,4209.0,982304.0,19597.0,1
1210,1,4,8,1,0,1,10,2,2,2,1,2,0,4,1,3,2,2,1,0,552694.0,7216.0,1268167.0,15245.0,0
1211,1,4,12,0,2,1,11,2,0,0,1,2,0,4,0,2,0,0,1,0,332092.0,10687.0,1281981.0,15593.0,0
1212,1,4,8,1,1,1,5,2,2,0,2,2,0,4,0,3,1,1,1,0,461074.0,5789.0,1283369.0,11338.0,0
1213,1,4,9,0,1,1,11,2,2,0,0,2,0,4,0,2,2,1,1,0,448270.0,4119.0,1236276.0,14555.0,0
1214,1,4,13,1,1,1,11,2,2,0,0,2,0,4,1,3,1,0,1,1,563547.0,12076.0,735712.0,8926.0,0
1215,1,4,11,0,1,1,11,2,2,0,0,2,0,4,2,1,2,2,0,2,774228.0,7268.0,619269.0,15274.0,0
1216,1,4,12,1,2,1,10,2,2,1,1,2,0,4,2,1,2,1,1,1,432032.0,4697.0,889914.0,11761.0,0
1217,1,4,14,0,1,1,8,2,0,0,1,2,0,4,1,1,2,0,1,1,342639.0,11746.0,984580.0,13222.0,0
1218,1,4,11,1,0,1,11,2,2,0,1,2,0,4,0,2,1,0,1,0,426355.0,10530.0,1418409.0,9696.0,0
1219,1,4,11,0,1,1,11,2,2,0,0,2,0,4,1,2,2,2,0,1,737121.0,9896.0,885487.0,15092.0,0
1220,1,4,9,1,0,1,11,2,2,0,2,2,0,4,0,0,0,1,1,1,361303.0,4734.0,1044811.0,16074.0,0
1221,1,4,1,0,0,1,11,2,2,2,0,2,1,4,0,1,1,1,1,1,358690.0,5717.0,843336.0,7918.0,0
1222,1,4,5,1,1,1,11,2,2,0,0,2,0,4,1,3,2,2,2,0,141894.0,7108.0,1399582.0,12636.0,0
1223,1,4,7,0,1,1,11,2,2,0,2,2,0,4,0,3,0,2,1,0,375531.0,9391.0,1387477.0,17999.0,0
1224,1,4,3,1,0,1,11,2,2,0,1,2,0,4,0,2,1,2,0,2,741450.0,6431.0,466210.0,10732.0,1
1225,1,4,4,0,1,1,11,2,2,1,0,2,0,4,1,3,1,2,1,0,543826.0,8052.0,1397567.0,10751.0,0
1226,1,4,7,1,0,1,11,2,2,0,2,2,0,4,0,1,0,2,2,1,282640.0,8225.0,1083359.0,17296.0,0
1227,1,4,14,0,1,1,11,2,2,1,2,2,2,4,1,2,1,2,2,1,157339.0,8359.0,1021353.0,7587.0,0
1228,1,4,5,1,1,1,11,2,2,0,0,2,0,4,1,3,2,1,1,2,518073.0,3915.0,601178.0,12511.0,0
1229,1,4,4,0,1,1,11,2,2,0,0,2,0,4,1,2,2,2,1,1,328832.0,6144.0,940024.0,13003.0,1
1230,1,4,7,1,0,1,11,1,0,3,2,2,0,4,0,3,2,0,1,2,344384.0,11651.0,725565.0,15391.0,0
1231,1,4,3,0,2,1,11,2,2,0,1,2,0,4,2,3,2,2,2,0,135305.0,8613.0,1190727.0,15375.0,0
1232,1,4,14,1,1,1,10,1,2,0,1,2,1,4,2,1,2,0,1,1,475120.0,12056.0,1078443.0,13477.0,0
1233,1,4,2,0,1,1,10,1,2,0,0,2,0,4,0,3,0,1,1,1,491736.0,4267.0,1092177.0,19057.0,0
1234,1,4,11,1,0,1,10,2,2,0,1,2,0,4,1,3,1,0,2,0,115947.0,12276.0,1335147.0,8782.0,1
1235,1,4,5,0,0,1,11,2,2,0,2,2,0,4,2,3,1,0,1,2,526333.0,10940.0,454085.0,7523.0,1
1236,1,4,13,1,1,1,11,2,2,0,1,2,0,4,1,3,0,2,1,0,571970.0,9304.0,1378054.0,17464.0,0
1237,1,4,0,0,1,1,11,2,2,0,1,2,0,4,2,3,2,0,2,1,106817.0,11446.0,744119.0,12080.0,0
1238,1,4,10,1,1,1,11,2,0,0,0,1,0,4,1,0,0,2,1,1,365550.0,8220.0,946170.0,19449.0,0
1239,1,4,0,0,1,1,11,2,2,0,1,2,0,4,1,0,2,2,1,0,415740.0,8908.0,1354907.0,12509.0,0
1240,1,4,3,1,1,1,11,2,0,0,2,2,0,4,0,2,0,1,2,1,294875.0,5055.0,733282.0,17876.0,0
1241,1,4,11,0,1,1,11,2,2,0,1,2,0,4,1,2,2,1,1,0,452323.0,4920.0,1249323.0,13786.0,1
1242,1,4,3,1,1,1,10,2,2,0,0,2,0,4,0,1,2,2,1,0,364718.0,6111.0,1411937.0,14483.0,0
1243,1,4,14,0,0,1,12,1,0,0,0,1,0,4,2,2,0,2,1,1,456350.0,7810.0,895785.0,19575.0,0
1244,1,4,7,1,1,1,11,1,0,0,1,2,0,4,2,2,1,1,1,2,344139.0,5735.0,542902.0,10836.0,0
1245,1,4,7,0,1,1,11,2,2,1,0,2,0,4,1,1,2,2,1,0,530371.0,8569.0,1427055.0,12592.0,0
1246,1,4,6,1,1,1,11,2,1,0,1,2,0,4,1,2,2,2,2,2,228899.0,6325.0,665725.0,12505.0,0
1247,1,4,9,0,0,1,10,2,2,1,0,2,2,4,2,3,1,0,1,0,444238.0,12227.0,1297843.0,10876.0,0
1248,1,4,13,1,0,1,10,2,0,0,0,2,0,4,2,2,2,2,2,1,248309.0,6857.0,875090.0,12688.0,1
1249,1,4,0,0,1,1,11,2,2,0,2,2,0,4,1,0,0,0,1,0,407247.0,10904.0,1348135.0,16044.0,0
1250,1,4,3,1,1,2,12,2,1,0,0,2,0,4,2,0,0,0,1,1,451528.0,10389.0,835559.0,18428.0,0
1251,1,4,5,0,1,2,11,2,2,0,2,2,0,4,2,1,2,0,1,0,467645.0,11207.0,1272666.0,15343.0,0
1252,1,4,7,1,1,2,11,2,2,0,2,2,0,4,2,1,0,2,0,0,637056.0,8038.0,1289544.0,16733.0,0
1253,1,4,6,0,1,2,11,2,1,0,2,2,0,4,0,3,2,2,1,2,318674.0,6301.0,532190.0,12296.0,1
1254,1,4,6,1,0,2,9,2,1,3,1,2,0,4,2,3,0,0,1,1,450348.0,12469.0,947103.0,19988.0,0
1255,1,4,5,0,1,2,11,1,0,0,2,2,0,4,0,2,1,0,1,1,443310.0,10055.0,1172479.0,10639.0,0
1256,1,4,12,1,0,2,11,2,0,0,0,2,0,4,0,1,2,0,0,2,641293.0,11808.0,684215.0,12147.0,1
1257,1,4,5,0,1,2,11,2,2,0,1,2,0,4,2,0,2,1,2,0,268761.0,3867.0,1417543.0,12469.0,0
1258,1,4,6,1,1,2,11,2,2,2,2,1,0,4,1,2,2,2,1,0,546425.0,7642.0,1376480.0,15006.0,0
1259,1,4,6,0,0,2,11,2,2,0,1,2,0,4,0,0,0,2,1,1,542014.0,7907.0,859543.0,19317.0,0
1260,1,4,9,1,1,2,10,2,0,0,2,0,0,4,2,3,0,0,2,1,204599.0,11783.0,1138519.0,17237.0,1
1261,1,4,4,0,1,2,11,2,2,0,0,0,0,4,0,1,1,0,1,1,575114.0,10060.0,741383.0,10359.0,0
1262,1,4,3,1,1,2,11,2,2,0,1,0,0,4,0,0,1,0,1,1,464288.0,10459.0,827362.0,9629.0,0
1263,1,4,1,0,1,2,11,2,1,0,2,1,0,4,0,3,2,2,0,2,792056.0,7688.0,437234.0,12232.0,0
1264,1,4,2,1,1,2,11,2,2,0,1,0,1,4,0,1,2,2,1,1,350508.0,8512.0,948910.0,14635.0,1
1265,1,4,3,0,0,2,11,1,2,0,1,0,0,4,1,1,2,1,2,2,170164.0,5879.0,687860.0,13862.0,0
1266,1,4,1,1,1,2,11,1,0,0,1,0,0,4,2,2,0,2,1,2,576387.0,7531.0,606128.0,17337.0,0
1267,1,4,3,0,1,2,11,2,2,1,1,1,0,4,0,1,0,2,2,0,195499.0,7942.0,1428551.0,19445.0,0
1268,1,4,14,1,0,2,11,2,2,0,0,0,0,4,0,3,2,2,1,1,450179.0,7475.0,1112142.0,14162.0,0
1269,1,4,11,0,1,2,11,2,2,0,0,0,0,4,1,2,2,1,1,1,318438.0,5922.0,1077122.0,12526.0,1
1270,1,4,6,1,1,2,10,2,2,2,1,0,0,4,1,2,0,2,0,2,766182.0,6979.0,435569.0,16292.0,1
1271,1,4,6,0,1,2,12,2,1,0,2,0,0,4,0,0,0,2,2,1,182087.0,9037.0,844648.0,18413.0,0
1272,1,4,5,1,1,2,11,2,2,0,0,0,0,4,2,2,2,1,1,0,571314.0,5870.0,1368178.0,12701.0,0
1273,1,4,9,0,0,2,11,2,2,0,2,0,0,4,1,2,1,0,2,2,128685.0,12096.0,667100.0,10966.0,1
1274,1,4,10,1,2,2,11,2,2,0,0,0,2,4,1,1,0,2,2,0,104585.0,7727.0,1216289.0,18739.0,0
1275,1,4,5,0,1,2,11,2,2,0,2,0,0,4,2,2,2,2,2,1,293746.0,8549.0,925539.0,12121.0,0
1276,1,4,6,1,1,2,11,2,2,1,0,0,0,4,2,1,2,1,0,1,789501.0,3861.0,1054870.0,12514.0,0
1277,1,4,11,0,1,2,10,2,2,0,2,0,1,4,1,3,2,1,1,1,551217.0,5769.0,1118774.0,13220.0,0
1278,1,4,2,1,1,2,11,2,2,0,2,0,0,4,1,2,2,2,1,0,340279.0,7948.0,1365121.0,12580.0,0
1279,1,4,8,0,2,2,11,2,2,0,1,0,0,4,0,0,2,2,2,0,130621.0,7361.0,1340245.0,14186.0,0
1280,1,4,4,1,1,2,11,2,2,0,0,0,0,4,2,3,0,0,1,1,356616.0,10163.0,910335.0,19850.0,0
1281,1,4,9,0,0,2,11,2,2,0,0,0,0,4,1,3,2,2,1,2,579470.0,8894.0,463220.0,13079.0,0
1282,1,4,11,1,1,2,11,2,2,0,0,0,0,4,0,1,2,2,1,2,500160.0,6968.0,524792.0,12530.0,0
1283,1,4,11,0,1,2,11,2,1,0,2,0,0,4,2,1,2,0,1,2,499967.0,10755.0,577491.0,13120.0,0
1284,1,4,7,1,0,2,11,2,0,0,0,0,0,4,1,3,2,2,1,1,366043.0,6616.0,821926.0,12015.0,0
1285,1,4,13,0,1,2,10,2,0,0,0,0,0,4,0,3,0,2,2,1,140661.0,7773.0,1079666.0,16238.0,0
1286,1,4,2,1,1,2,11,2,2,0,2,0,0,4,0,1,1,2,2,1,289961.0,7444.0,781934.0,9887.0,1
1287,1,4,10,0,1,2,11,2,0,0,0,0,0,4,0,1,1,0,2,2,110315.0,12108.0,548360.0,11231.0,0
1288,1,4,14,1,0,2,11,2,0,0,1,0,0,4,1,1,1,0,1,2,442468.0,12314.0,425664.0,7907.0,1
1289,1,4,8,0,1,2,11,2,1,0,0,0,1,4,2,1,2,2,0,1,589932.0,7970.0,752345.0,13748.0,0
1290,1,4,3,1,1,2,11,2,0,0,2,0,0,4,0,2,0,0,1,0,421538.0,11293.0,1394323.0,19594.0,0
1291,1,4,5,0,1,2,11,2,2,0,0,0,0,4,1,0,2,2,0,1,596914.0,8910.0,952505.0,12400.0,0
1292,1,4,12,1,0,2,11,2,2,0,2,0,0,4,1,0,1,1,2,1,230648.0,5674.0,1123705.0,8386.0,0
1293,1,4,5,0,0,2,11,1,2,0,1,0,0,4,1,3,1,2,0,1,689778.0,9408.0,930004.0,9679.0,1
1294,1,4,9,1,1,2,11,2,0,2,1,1,0,4,1,2,1,0,1,0,437660.0,12127.0,1243399.0,8299.0,0
1295,1,4,14,0,1,2,11,2,0,1,0,1,2,4,0,0,2,2,1,1,449924.0,6098.0,1024380.0,14020.0,0
1296,1,4,0,1,1,2,11,2,2,0,2,0,0,4,1,1,2,2,1,1,441856.0,8102.0,973751.0,12574.0,0
1297,1,4,10,0,0,2,11,2,2,0,1,0,1,4,1,0,2,1,2,2,300454.0,4171.0,449725.0,12505.0,1
1298,1,4,5,1,1,2,11,2,1,1,1,0,0,4,1,0,2,2,1,2,546682.0,9112.0,447829.0,12844.0,0
1299,1,4,2,0,2,2,10,1,0,2,0,2,0,4,1,1,1,2,0,1,748944.0,9597.0,941089.0,8283.0,0
1300,6,3,9,1,1,2,11,2,2,0,0,0,0,4,1,3,0,1,0,1,629879.0,5004.0,898073.0,18698.0,0
1301,6,3,9,0,1,2,11,2,0,0,0,0,0,4,0,1,2,2,1,1,358240.0,8261.0,1095865.0,14353.0,0
1302,6,3,9,1,2,2,11,2,2,0,2,0,0,4,0,0,0,0,1,2,342936.0,10079.0,614246.0,18072.0,0
1303,6,3,9,0,0,2,11,2,2,0,1,0,0,4,0,3,2,2,1,1,439541.0,7190.0,872797.0,15129.0,0
1304,6,3,0,1,1,2,12,2,0,0,0,0,0,4,0,2,1,2,1,1,571653.0,7416.0,744368.0,10045.0,1
1305,6,3,14,0,1,2,11,2,2,0,0,0,0,4,1,3,2,2,1,1,412458.0,9213.0,1024961.0,12785.0,0
1306,6,3,0,1,1,2,11,2,2,0,2,0,0,4,0,0,2,0,1,2,442070.0,10091.0,636255.0,14236.0,0
1307,6,3,9,0,1,2,11,2,1,0,1,0,0,4,2,2,2,2,1,1,492520.0,8151.0,895911.0,14527.0,0
1308,6,3,9,1,1,2,11,2,2,0,0,0,0,4,1,2,1,2,1,1,566145.0,6687.0,1054653.0,11152.0,0
1309,6,3,14,0,1,2,11,2,2,0,1,0,0,4,1,3,0,1,0,1,673846.0,4556.0,851963.0,17621.0,0
1310,6,3,8,1,1,2,10,2,0,1,0,0,0,4,1,2,0,2,1,1,319529.0,6110.0,959337.0,18603.0,0
1311,6,3,6,0,1,2,11,2,0,0,2,0,0,4,1,3,1,2,1,0,334830.0,7364.0,1390125.0,9487.0,0
1312,6,3,5,1,1,2,11,2,2,0,0,0,0,4,1,0,0,2,2,1,107232.0,7995.0,1041165.0,19764.0,0
1313,6,3,9,0,0,2,11,2,2,0,1,0,0,4,2,2,2,2,1,0,503363.0,7398.0,1272151.0,14694.0,0
1314,6,3,13,1,2,2,11,2,2,1,0,0,0,4,1,0,2,2,2,2,163543.0,9288.0,604682.0,14364.0,0
1315,6,3,1,0,1,2,11,2,2,0,0,0,0,4,0,2,2,1,0,0,601606.0,5124.0,1200038.0,11837.0,0
1316,6,3,3,1,1,2,11,2,1,0,2,0,0,4,0,2,2,2,1,1,479391.0,8108.0,1107663.0,12351.0,0
1317,6,3,13,0,1,2,11,2,2,1,0,0,0,4,0,2,2,0,1,2,347803.0,12179.0,581802.0,14013.0,0
1318,6,3,13,1,1,2,11,2,0,0,1,0,0,4,1,2,0,2,1,1,382075.0,7353.0,867394.0,19087.0,0
1319,6,3,9,0,0,2,11,2,0,1,0,0,0,4,2,1,0,0,2,2,189774.0,10468.0,649569.0,17657.0,1
1320,6,3,8,1,1,2,11,2,1,0,0,0,0,4,0,3,2,1,0,0,596777.0,5880.0,1423457.0,14354.0,1
1321,6,3,8,0,1,2,11,2,2,0,1,0,0,4,1,2,1,0,1,1,338180.0,12316.0,1090645.0,8436.0,0
1322,6,3,13,1,0,2,11,2,2,0,1,0,2,4,0,0,1,0,1,0,543164.0,10217.0,1220179.0,7527.0,0
1323,6,3,10,0,0,2,11,2,1,0,2,0,0,4,0,1,2,0,1,1,394782.0,12097.0,883551.0,15296.0,0
1324,6,3,6,1,2,2,11,2,0,0,0,0,1,4,0,2,2,0,2,2,211980.0,10013.0,668293.0,12424.0,0
1325,6,3,1,0,0,2,11,2,0,0,1,0,0,4,2,2,0,1,1,0,313808.0,5771.0,1213010.0,18866.0,0
1326,6,3,0,1,1,2,10,2,2,0,1,0,0,4,0,0,2,2,1,1,584587.0,6782.0,1104726.0,14545.0,0
1327,6,3,5,0,2,2,11,2,2,0,2,0,0,4,1,0,0,2,2,1,177579.0,6522.0,902521.0,16384.0,0
1328,6,3,6,1,0,2,11,2,2,0,0,0,0,4,1,3,2,1,1,1,333565.0,5389.0,788939.0,12881.0,1
1329,6,3,1,0,1,2,11,1,0,1,1,0,0,4,2,2,0,1,1,1,538263.0,3850.0,733442.0,17571.0,0
1330,6,3,12,1,1,2,11,2,2,1,0,0,0,4,2,2,2,2,2,2,302265.0,8860.0,618193.0,14176.0,1
1331,6,3,9,0,1,2,11,2,2,0,1,0,0,4,2,0,0,2,1,1,384392.0,7807.0,1176216.0,15712.0,0
1332,6,3,12,1,1,2,11,2,2,0,0,0,1,4,1,0,1,2,2,2,212735.0,8187.0,576209.0,11186.0,0
1333,6,3,9,0,0,2,11,2,2,0,1,0,2,4,1,3,1,0,2,0,194735.0,10786.0,1220494.0,10810.0,1
1334,6,3,10,1,1,2,11,2,1,0,0,0,0,4,2,0,2,2,1,0,455070.0,9390.0,1206994.0,15213.0,0
1335,6,3,13,0,1,2,11,2,2,1,0,0,0,4,2,2,2,0,1,2,326762.0,10236.0,539185.0,14095.0,1
1336,6,3,1,1,0,2,10,2,2,0,2,0,0,4,0,3,0,2,1,0,397648.0,8061.0,1255915.0,17099.0,0
1337,6,3,3,0,2,2,11,2,2,0,1,0,0,4,1,2,1,0,2,1,245529.0,11983.0,997527.0,11300.0,0
1338,6,3,8,1,1,2,11,2,2,0,1,0,0,4,0,0,1,2,1,1,363919.0,7732.0,842578.0,9171.0,0
1339,6,3,5,0,1,2,8,2,2,0,1,0,0,4,0,0,2,1,1,2,506323.0,5052.0,583001.0,14107.0,1
1340,6,3,10,1,1,2,11,2,0,0,2,0,0,4,1,2,2,1,0,1,786008.0,5356.0,1087489.0,12790.0,0
1341,6,3,5,0,1,2,11,2,2,0,2,0,0,4,0,0,0,1,2,1,236272.0,3768.0,759856.0,15853.0,0
1342,6,3,12,1,2,2,11,2,1,0,1,0,0,4,0,2,0,2,2,1,110756.0,8116.0,1002368.0,18176.0,0
1343,6,3,6,0,1,2,11,2,2,1,2,0,0,4,2,3,0,1,2,0,269629.0,3961.0,1187129.0,17063.0,0
1344,6,3,8,1,0,2,11,2,0,0,2,0,1,4,1,2,2,2,1,0,466015.0,7022.0,1296275.0,13044.0,0
1345,6,3,11,0,1,2,11,2,2,0,2,0,0,4,2,2,1,2,1,1,549144.0,7806.0,925710.0,7995.0,0
1346,6,3,9,1,1,2,11,1,2,0,1,0,1,4,2,2,1,1,2,1,172716.0,4014.0,933685.0,10047.0,0
1347,6,3,3,0,2,2,11,2,2,0,2,0,0,4,1,0,2,2,2,2,102800.0,8871.0,470961.0,13075.0,0
1348,6,3,5,1,1,2,11,1,0,0,0,0,0,4,1,2,2,2,1,1,420665.0,7450.0,1013125.0,14120.0,0
1349,6,3,8,0,0,2,11,2,2,1,2,0,2,4,1,2,1,2,0,0,737945.0,6725.0,1414835.0,8333.0,0
1350,6,3,14,1,1,2,11,2,0,0,2,0,0,4,0,0,0,2,1,2,373391.0,6525.0,665907.0,19096.0,0
1351,6,3,6,0,1,2,11,2,0,0,0,0,0,4,2,2,1,2,2,2,129187.0,7673.0,562789.0,7628.0,0
1352,6,3,9,1,0,2,11,2,2,0,0,0,0,4,1,0,0,0,2,1,178400.0,10355.0,895316.0,16678.0,0
1353,6,3,1,0,2,2,11,2,1,0,2,0,0,4,1,3,2,2,1,2,551777.0,8025.0,591575.0,12027.0,0
1354,6,3,4,1,0,2,10,2,2,0,2,0,0,4,2,3,2,2,0,1,790233.0,8246.0,918331.0,12960.0,0
1355,6,3,8,0,1,2,11,1,0,1,2,0,0,4,2,1,2,2,2,1,262146.0,6681.0,912330.0,12044.0,1
1356,6,3,0,1,1,2,11,2,2,0,0,0,0,4,1,1,2,2,1,2,471976.0,9704.0,573444.0,14180.0,1
1357,6,3,13,0,1,2,11,2,2,1,0,0,0,4,1,3,2,2,1,1,313412.0,6758.0,1096585.0,13912.0,1
1358,6,3,3,1,0,2,11,2,0,0,1,0,0,4,0,3,0,1,1,1,573912.0,5908.0,1093036.0,16551.0,0
1359,6,3,8,0,0,2,11,2,0,0,1,0,0,4,1,3,1,2,2,0,189388.0,8463.0,1429018.0,11048.0,0
1360,6,3,7,1,1,2,11,2,2,0,2,0,0,4,2,3,2,0,0,2,717474.0,11290.0,701456.0,13313.0,0
1361,6,3,2,0,1,2,11,2,2,0,2,0,1,4,1,2,0,2,0,1,716356.0,9702.0,732550.0,16728.0,0
1362,6,3,1,1,2,2,10,2,2,0,1,0,0,4,1,1,2,2,0,2,754160.0,8026.0,671084.0,12085.0,0
1363,6,3,7,0,1,2,11,2,0,0,2,1,0,4,0,0,1,0,0,1,746763.0,11081.0,1157226.0,11262.0,1
1364,6,3,4,1,2,2,11,2,2,0,1,0,0,4,1,1,1,2,2,0,259280.0,7952.0,1269826.0,9211.0,0
1365,6,3,8,0,1,2,11,2,2,0,1,0,0,4,1,3,2,2,0,1,609518.0,8456.0,918246.0,15028.0,0
1366,6,3,7,1,1,2,11,2,2,0,2,0,0,4,2,0,0,1,0,2,638726.0,5958.0,517786.0,15838.0,0
1367,6,3,12,0,1,2,11,2,2,0,2,0,0,4,0,2,2,1,1,1,425848.0,3795.0,811167.0,13022.0,0
